CEL_File,GES_Project,GES_Batch,Sex,Use_for_analysis,Sample_Name,Old_Name,MGI_ID,JAX_ID,KStest_D,Autosomal_A_Freq,Autosomal_B_Freq,Autosomal_H_Freq,Autosomal_V_Freq,Autosomal_N_Freq,G2F1_Study,VINO_Paper_Set,HDMI_paper,wild_mice,G2_F1,AXB_BXA,BXD,LXS,A_J_consomics,MSM_consomics,PWD_consomic,Classical,Outbred,F1,Replicated,Wild_derived,NotMusMusculus,NotMusMusculus_1
SNP_mDIV_C7-535_032609,08MA-005.gac,13,M,0,ILSXISS42/TejJ,LXS42m,MGI:3836026,#N/A,0.01,78%,17%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C8-536_032609,08MA-005.gac,13,M,0,ILSXISS43/TejJ,LXS43m,MGI:3836027,9308,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C9-537_032609,08MA-005.gac,13,M,0,ILSXISS46/TejJ,LXS46m,MGI:3835960,9269,0.03,78%,18%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D1-540_032609,08MA-005.gac,13,M,0,ILSXISS50/TejJ,LXS50m,MGI:3836028,#N/A,0.02,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D2-541_032609,08MA-005.gac,13,M,0,ILSXISS51/TejJ,LXS51m,MGI:3835965,#N/A,0.02,80%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D3-542_032609,08MA-005.gac,13,M,0,ILSXISS52/TejJ,LXS52m,MGI:3835985,#N/A,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D4-544_032609,08MA-005.gac,13,M,0,ILSXISS60/TejJ,LXS60m,MGI:3836030,#N/A,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D5-545_032609,08MA-005.gac,13,M,0,ILSXISS62/TejJ,LXS62m,MGI:3835986,#N/A,0.02,80%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D6-546_032609,08MA-005.gac,13,M,0,ILSXISS64/TejJ,LXS64m,MGI:3836031,9312,0.02,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D7-547_032609_2,08MA-005.gac,13,M,0,ILSXISS66/TejJ,LXS66m,MGI:3835987,#N/A,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D8-548_032609,08MA-005.gac,13,M,0,ILSXISS68/TejJ,LXS68m,MGI:3836032,#N/A,0.02,75%,15%,10%,0.2%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D9-SNP09_052_032609,08MA-005.gac,13,F,1,CBA/J,CBA,MGI:2159756,656,0.01,76%,20%,4%,0.2%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A1-578_042109,08MA-005.gac,14,M,0,G1 (close to B6),G1 01-127-08,#N/A,#N/A,0.03,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A10-SNP08_001_042109,08MA-005.gac,14,F,1,C57BL/6J,C57BL/6J F,MGI:3028467,664,0.03,96%,0%,4%,0.0%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A11-SNP08_002_042109,08MA-005.gac,14,M,1,C57BL/6J,C57BL/6J M,MGI:3028467,664,0.02,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A2-579_042109,08MA-005.gac,14,M,1,C57BL/6JEim,C57B6JEim01,#N/A,#N/A,0.02,96%,0%,4%,0.0%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A3-580_042109,08MA-005.gac,14,M,1,C57BL/6JEim,C57B6JEim02,#N/A,#N/A,0.03,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A4-581_042109,08MA-005.gac,14,M,1,C57BL/6Bm,B6/Bm m 8823,#N/A,#N/A,0.03,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A5-582_042109,08MA-005.gac,14,M,1,C57BL/6Bm,B6/Bm m 8857,#N/A,#N/A,0.02,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A6-SNP09_047_042109,08MA-005.gac,14,M,1,C57BL/6J,C57BL/6J (37680),MGI:3028467,664,0,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A7-SNP09_048_042109,08MA-005.gac,14,M,1,C57BL/6J,C57BL/6J (38073),MGI:3028467,664,0.01,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A8-SNP09_049_042109,08MA-005.gac,14,M,1,C57BL/6NJ,C57BL/6NJ (37514),MGI:3056279,5304,0.01,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A9-SNP09_051_042109,08MA-005.gac,14,M,1,C57BL/6ByJ,C57BL/6ByJ,MGI:2159783,1139,0.02,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B1-SNP08_003_042109,08MA-005.gac,14,F,1,C57BL/6NJ,C57BL/6NJ F,MGI:3056279,5304,0.02,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B10-558_042109,08MA-005.gac,14,M,0,BXD19/TyJ,BXD19,MGI:2163875,10,0.01,86%,10%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B11-559_042109,08MA-005.gac,14,M,0,BXD27/TyJ,BXD27,MGI:2161987,41,0.01,85%,10%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B2-SNP08_004_042109,08MA-005.gac,14,M,1,C57BL/6NJ,C57BL/6NJ M,MGI:3056279,5304,0.01,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B3-499_042109,08MA-005.gac,14,M,1,C57BL/6Crl,C57BL/6CR_m_ep1,MGI:2160152,#N/A,0.01,96%,1%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-500_042109,08MA-005.gac,14,M,1,C57BL/6Crl,C57BL/6CR_m_ep2,MGI:2160152,#N/A,0.01,96%,1%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-501_042109,08MA-005.gac,14,M,1,C57BL/6NCI,C57BL/6NCI_m_ep11,#N/A,#N/A,0.01,95%,1%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-502_042109,08MA-005.gac,14,M,1,C57BL/6NCI,C57BL/6NCI_m_ep12,#N/A,#N/A,0.02,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-503_042109,08MA-005.gac,14,M,1,C57BL/6NTac,C57BL/6Tc_m_ep13,MGI:2164831,#N/A,0.02,92%,1%,6%,0.6%,0.7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-504_042109,08MA-005.gac,14,M,1,C57BL/6NTac,C57BL/6Tc_m_ep14,MGI:2164831,#N/A,0.03,96%,0%,4%,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B9-557_042109,08MA-005.gac,14,M,0,BXD11/TyJ,BXD11,MGI:2161795,12,0.02,84%,11%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C1-560_042109_2,08MA-005.gac,14,M,0,BXD50/RwwJ,BXD50,MGI:3706377,7099,0.03,84%,12%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C10-574_042109,08MA-005.gac,14,M,0,BXD24/TyJ,BxD24b/TyJ,MGI:3051844,5243,0.03,84%,12%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C11-575_042109,08MA-005.gac,14,M,0,BXD36/TyJ,BxD36/TyJ,MGI:2164357,3225,0.03,84%,12%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C2-562_042109,08MA-005.gac,14,M,0,BXD63/RwwJ,BXD63,MGI:3706386,#N/A,0.03,85%,11%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C3-563_042109,08MA-005.gac,14,M,0,BXD79/RwwJ,BXD79,MGI:3706401,7123,0.03,84%,11%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C4-564_042109,08MA-005.gac,14,M,0,BXD80/RwwJ,BXD80,#N/A,#N/A,0.02,85%,11%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C5-565_042109,08MA-005.gac,14,M,0,BXD81/RwwJ,BXD81LL13333,MGI:3706403,7125,0.01,88%,8%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C6-569_042109,08MA-005.gac,14,M,0,BXD95/RwwJ,BXD95,MGI:3706416,#N/A,0.01,87%,9%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C7-571_042109,08MA-005.gac,14,M,0,BXD98/RwwJ,BXD98,MGI:3706419,7141,0.02,86%,10%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C8-572_042109,08MA-005.gac,14,M,0,BXD23/TyJ,BxD23/TyJ,MGI:2162396,98,0.02,88%,8%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C9-573_042109,08MA-005.gac,14,M,0,BxD24/TyJ,BxD24a/TyJ,MGI:3051844,5243,0.03,84%,12%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D1-576_042109_2,08MA-005.gac,14,M,0,BXD87/RwwJ,BXD87/RwwJ,MGI:3706408,7130,0.02,84%,11%,4%,0.1%,0.1%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D10-498_042109,08MA-005.gac,14,F,1,DP19,DP19,#N/A,#N/A,0.01,76%,18%,5%,0.3%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D11-511_042109,08MA-005.gac,14,M,1,HWC,HWC_m_101,#N/A,#N/A,0.03,75%,14%,11%,0.1%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D12-512_042109,08MA-005.gac,14,M,1,HLC,HLC_m_101,MGI:2667871,#N/A,0.02,75%,14%,10%,0.1%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D2-577_042109,08MA-005.gac,14,M,0,BXD97/RwwJ,BXD97RwwJ,#N/A,#N/A,0.03,87%,9%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D3-583_042109,08MA-005.gac,14,M,0,BXD22/TyJ,BXD22 Q08B4056,MGI:2162363,43,0.02,86%,10%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D4-584_042109,08MA-005.gac,14,M,0,BXD38/TyJ,BXD38 R08L4198,MGI:2164359,3227,0.01,85%,10%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D5-585_042109_2,08MA-005.gac,14,M,0,BXD55/RwwJ,BXD55 R09A4199,MGI:3706381,7103,0.01,84%,11%,4%,0.1%,0.2%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D6-586_042109,08MA-005.gac,14,M,0,BXD56/RwwJ,BXD56 LL4440,MGI:3706382,7104,0.02,85%,11%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D7-587_042109,08MA-005.gac,14,M,0,BXD62/RwwJ,BXD62 L08L4284,MGI:3706385,7107,0.01,86%,9%,5%,0.1%,0.2%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D8-495_042109,08MA-005.gac,14,M,1,DP,DP-45,MGI:2667688,#N/A,0.02,74%,17%,9%,0.2%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_D9-496_042109,08MA-005.gac,14,F,1,DP,DP-46,MGI:2667688,#N/A,0.02,75%,17%,7%,0.2%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A1-567_060509,08MA-005.gac,15,M,0,BXD89/RwwJ,BXD89,MGI:3706410,7132,0.01,84%,12%,4%,0.1%,0.0%,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A2-568_060509,08MA-005.gac,15,M,0,BXD93/RwwJ,BXD93,#N/A,#N/A,0.01,83%,12%,5%,0.2%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A3-596_060509,08MA-005.gac,15,M,0,BXD30/TyJ,BXD-30/Ty,MGI:2162817,73,0.02,83%,13%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A4-597_060509,08MA-005.gac,15,M,0,BXD35/Ty,BXD-35,MGI:2164356,3224,0.02,87%,9%,4%,0.1%,0.0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B3-598_082409,08MA-005.gac,16,M,0,09NN806 (close to NMRI),#01 09NN806-m,#N/A,#N/A,0.01,77%,18%,4%,0.3%,0.0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-599_082409,08MA-005.gac,16,F,0,09NN806 (close to NMRI),#02 09NN806-f,#N/A,#N/A,0.01,76%,18%,5%,0.6%,0.2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-600_082409,08MA-005.gac,16,M,0,09NN816 (close to NMRI),#03 09NN816-m,#N/A,#N/A,0.01,76%,19%,5%,0.3%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-601_082409,08MA-005.gac,16,F,0,09NN816 (close to NMRI),#04 09NN816-f,#N/A,#N/A,0.01,76%,18%,5%,0.5%,0.2%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-602_082409,08MA-005.gac,16,M,0,09CC866 (close to NMRI),#05 09CC866-m,#N/A,#N/A,0.02,77%,18%,5%,0.3%,0.1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-603_082409,08MA-005.gac,16,F,0,09CC866 (close to NMRI),#06 09CC866-f,#N/A,#N/A,0.02,76%,18%,5%,0.8%,0.5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A1-604_101509-redo,08MA-005.gac,17,M,0,ILSXISS56/TejJ,LXS56m,MGI:3836029,#N/A,0.02,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A1-604_91809,08MA-005.gac,17,M,0,ILSXISS56/TejJ,LXS56m,MGI:3836029,#N/A,0.02,78%,17%,4%,0.3%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A10-613_101509-redo,08MA-005.gac,17,M,0,ILSXISS86/TejJ,LXS86m ,MGI:3835993,9280,0.01,80%,15%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A10-613_91809,08MA-005.gac,17,M,0,ILSXISS86/TejJ,LXS86m ,MGI:3835993,9280,0.03,80%,15%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A11-614_101509-redo,08MA-005.gac,17,M,0,ILSXISS87/TejJ,LXS87m,MGI:3836037,9318,0.01,80%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A11-614_91809,08MA-005.gac,17,M,0,ILSXISS87/TejJ,LXS87m,MGI:3836037,9318,0.01,80%,16%,4%,0.2%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A2-605_101509-redo,08MA-005.gac,17,M,0,ILSXISS70/TejJ,LXS70m,MGI:3835988,9276,0.02,79%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A2-605_91809,08MA-005.gac,17,M,0,ILSXISS70/TejJ,LXS70m,MGI:3835988,9276,0.01,79%,16%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A3-606_101509-redo,08MA-005.gac,17,M,0,ILSXISS72/TejJ,LXS72m,MGI:3836033,9314,0.03,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A3-606_91809,08MA-005.gac,17,M,0,ILSXISS72/TejJ,LXS72m,MGI:3836033,9314,0.03,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A4-607_101509-redo,08MA-005.gac,17,M,0,ILSXISS73/TejJ,LXS73m,MGI:3835989,9277,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A4-607_91809,08MA-005.gac,17,M,0,ILSXISS73/TejJ,LXS73m,MGI:3835989,9277,0.01,78%,17%,5%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A5-608_101509-redo,08MA-005.gac,17,M,0,ILSXISS75/TejJ,LXS75m,MGI:3835990,9278,0.01,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A5-608_91809,08MA-005.gac,17,M,0,ILSXISS75/TejJ,LXS75m,MGI:3835990,9278,0.01,78%,17%,5%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A6-609_101509-redo,08MA-005.gac,17,M,0,ILSXISS76/TejJ,LXS76m ,MGI:3835991,9279,0.01,79%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A6-609_91809,08MA-005.gac,17,M,0,ILSXISS76/TejJ,LXS76m ,MGI:3835991,9279,0.02,79%,16%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A7-610_101509-redo,08MA-005.gac,17,M,0,ILSXISS78/TejJ,LXS78m,MGI:3836034,9315,0.01,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A7-610_91809,08MA-005.gac,17,F,0,ILSXISS78/TejJ,LXS78m,MGI:3836034,9315,0.01,78%,17%,5%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A8-611_101509-redo,08MA-005.gac,17,M,0,ILSXISS80/TejJ,LXS80m,MGI:3836035,#N/A,0,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A8-611_91809,08MA-005.gac,17,M,0,ILSXISS80/TejJ,LXS80m,MGI:3836035,#N/A,0.02,78%,17%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A9-612_101509-redo,08MA-005.gac,17,M,0,ILSXISS84/TejJ,LXS84m,MGI:3836036,#N/A,0.01,79%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_A9-612_91809,08MA-005.gac,17,M,0,ILSXISS84/TejJ,LXS84m,MGI:3836036,#N/A,0.02,79%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B1-615_101509-redo,08MA-005.gac,17,M,0,ILSXISS89/TejJ,LXS89m,MGI:3835994,9281,0.01,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B1-615_91809,08MA-005.gac,17,M,0,ILSXISS89/TejJ,LXS89m,MGI:3835994,9281,0.02,78%,17%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B10-624_101509-redo,08MA-005.gac,17,M,0,ILSXISS100/TejJ,LXS100m,MGI:3836001,9287,0.01,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B10-624_91809,08MA-005.gac,17,M,0,ILSXISS100/TejJ,LXS100m,MGI:3836001,9287,0.01,78%,17%,5%,0.2%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B11-625_101509-redo,08MA-005.gac,17,M,0,ILSXISS101/TejJ,LXS101m,MGI:3836045,9322,0.01,79%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B11-625_91809,08MA-005.gac,17,M,0,ILSXISS101/TejJ,LXS101m,MGI:3836045,9322,0.03,79%,16%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B2-616_101509-redo,08MA-005.gac,17,M,0,ILSXISS90/TejJ,LXS90m,MGI:3835995,9282,0.01,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B2-616_91809,08MA-005.gac,17,M,0,ILSXISS90/TejJ,LXS90m,MGI:3835995,9282,0.01,78%,17%,5%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B3-617_101509-redo,08MA-005.gac,17,M,0,ILSXISS92/TejJ,LXS92m,MGI:3835996,9283,0.01,78%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B3-617_91809,08MA-005.gac,17,M,0,ILSXISS92/TejJ,LXS92m,MGI:3835996,9283,0.02,78%,17%,5%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-618_101509-redo,08MA-005.gac,17,M,0,ILSXISS93/TejJ,LXS93m,MGI:3836038,9319,0,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B4-618_91809,08MA-005.gac,17,M,0,ILSXISS93/TejJ,LXS93m,MGI:3836038,9319,0.01,78%,17%,5%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-619_101509-redo,08MA-005.gac,17,M,0,ILSXISS94/TejJ,LXS94m,MGI:3835997,9284,0.02,80%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B5-619_91809,08MA-005.gac,17,M,0,ILSXISS94/TejJ,LXS94m,MGI:3835997,9284,0.01,79%,16%,5%,0.3%,0.2%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-620_101509-redo,08MA-005.gac,17,M,0,ILSXISS96/TejJ,LXS96m,MGI:3836041,9320,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B6-620_91809,08MA-005.gac,17,M,0,ILSXISS96/TejJ,LXS96m,MGI:3836041,9320,0.01,78%,17%,5%,0.3%,0.2%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-621_101509-redo,08MA-005.gac,17,M,0,ILSXISS97/TejJ,LXS97m,MGI:3835998,9285,0.02,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B7-621_91809,08MA-005.gac,17,M,0,ILSXISS97/TejJ,LXS97m,MGI:3835998,9285,0.01,78%,16%,5%,0.3%,0.2%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-622_101509-redo,08MA-005.gac,17,M,0,ILSXISS98/TejJ,LXS98m,MGI:3836043,9321,0.01,79%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B8-622_91809,08MA-005.gac,17,M,0,ILSXISS98/TejJ,LXS98m,MGI:3836043,9321,0.02,79%,16%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B9-623_101509-redo,08MA-005.gac,17,M,0,ILSXISS99/TejJ,LXS99m,MGI:3836000,9286,0,79%,17%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_B9-623_91809,08MA-005.gac,17,M,0,ILSXISS99/TejJ,LXS99m,MGI:3836000,9286,0.02,79%,17%,4%,0.3%,0.1%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNP_mDIV_C1-626_101509-redo,08MA-005.gac,17,M,0,ILSXISS102/TejJ,LXS102m,MGI:3836002,#N/A,0.02,80%,16%,4%,0.2%,0.0%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
